iucn_sid,sciname,population,old_cat,cat,cat_score
183323,Gobulus crescentalis,NA,LC,LC,0
183324,Caranx caninus,NA,LC,LC,0
183325,Chriolepis lepidota,NA,VU,VU,0.4
183326,Pseudogramma axelrodi,NA,NT,NT,0.2
183327,Semicossyphus darwini,NA,DD,DD,NA
183328,Microlepidotus brevipinnis,NA,LC,LC,0
183329,Apogon atricaudus,NA,LC,LC,0
183330,Xenistius californiensis,NA,LC,LC,0
183331,Trinectes fluviatilis,NA,LC,LC,0
183332,Paralonchurus rathbuni,NA,LC,LC,0
183333,Uropterygius polystictus,NA,DD,DD,NA
183334,Lutjanus peru,NA,LC,LC,0
183335,Lythrypnus pulchellus,NA,LC,LC,0
183336,Lile stolifera,NA,LC,LC,0
183337,Peprilus simillimus,NA,LC,LC,0
183338,Gobiesox marijeanae,NA,DD,DD,NA
183339,Peprilus medius,NA,LC,LC,0
183340,Eleotris picta,NA,LC,LC,0
183341,Canthigaster punctatissima,NA,LC,LC,0
183342,Isopisthus remifer,NA,LC,LC,0
183343,Paralabrax loro,NA,DD,DD,NA
183344,Stellifer walkeri,NA,DD,DD,NA
183345,Aruma histrio,NA,LC,LC,0
183346,Pleuronichthys ritteri,NA,LC,LC,0
183347,Sardinops sagax,NA,LC,LC,0
183348,Xenichthys rupestris,NA,DD,DD,NA
183349,Selene orstedii,NA,LC,LC,0
183350,Ophioscion simulus,NA,LC,LC,0
183351,Batrachoides waltersi,NA,LC,LC,0
183352,Cathorops taylori,NA,DD,DD,NA
183354,Umbrina wintersteeni,NA,DD,DD,NA
183355,Ophidion scrippsae,NA,LC,LC,0
183356,Paranebris bauchotae,NA,DD,DD,NA
183357,Colpichthys regis,NA,NT,NT,0.2
183358,Cynoscion reticulatus,NA,LC,LC,0
183359,Tomicodon absitus,NA,VU,VU,0.4
183360,Labrisomus jenkinsi,NA,VU,VU,0.4
183361,Diplectrum sciurus,NA,LC,LC,0
183362,Cyclopsetta querna,NA,LC,LC,0
183363,Lythrypnus dalli,NA,LC,LC,0
183364,Oligoplites saurus,NA,LC,LC,0
183365,Pontinus sierra,NA,LC,LC,0
183366,Malacoctenus zonifer,NA,LC,LC,0
183367,Hypsypops rubicundus,NA,LC,LC,0
183368,Bollmannia pawneea,NA,DD,DD,NA
183369,Chriolepis minutillus,NA,DD,DD,NA
183370,Astroscopus zephyreus,NA,LC,LC,0
183371,Starksia posthon,NA,DD,DD,NA
183372,Quassiremus evionthas,NA,VU,VU,0.4
183373,Hypsoblennius proteus,NA,VU,VU,0.4
183374,Hippoglossina bollmani,NA,LC,LC,0
183375,Echidna nocturna,NA,LC,LC,0
183376,Symphurus elongatus,NA,LC,LC,0
183377,Lepophidium negropinna,NA,LC,LC,0
183378,Halichoeres chierchiae,NA,LC,LC,0
183379,Lycengraulis poeyi,NA,LC,LC,0
183380,Larimus pacificus,NA,LC,LC,0
183381,Opistognathus rhomaleus,NA,LC,LC,0
183382,Anchoa helleri,NA,LC,LC,0
183383,Micropogonias fasciatus,NA,DD,DD,NA
183384,Paraconger similis,NA,LC,LC,0
183385,Ophichthus longipenis,NA,LC,LC,0
183386,Larimus effulgens,NA,LC,LC,0
183387,Odontognathus panamensis,NA,LC,LC,0
183388,Umbrina dorsalis,NA,LC,LC,0
183389,Achirus klunzingeri,NA,LC,LC,0
183390,Ophioscion scierus,NA,LC,LC,0
183391,Gymnothorax eurygnathos,NA,DD,DD,NA
183392,Phaenomonas pinnata,NA,LC,LC,0
183393,Gillellus chathamensis,NA,VU,VU,0.4
183394,Ariopsis guatemalensis,NA,LC,LC,0
183395,Xenocys jessiae,NA,VU,VU,0.4
183396,Heteristius cinctus,NA,LC,LC,0
183397,Abudefduf troschelii,NA,LC,LC,0
183398,Diplectrum eumelum,NA,LC,LC,0
183399,Dactyloscopus metoecus,NA,LC,LC,0
183400,Acanthemblemaria balanorum,NA,LC,LC,0
183401,Gobiesox milleri,NA,DD,DD,NA
183402,Ophidion imitator,NA,LC,LC,0
183403,Apogon pacificus,NA,LC,LC,0
183404,Galeichthys peruvianus,NA,LC,LC,0
183405,Opistognathus walkeri,NA,DD,DD,NA
183406,Batrachoides walkeri,NA,DD,DD,NA
183407,Eleotrica cableae,NA,VU,VU,0.4
183408,Enneanectes reticulatus,NA,LC,LC,0
183409,Cheilotrema saturnum,NA,DD,DD,NA
183410,Bellator loxias,NA,LC,LC,0
183411,Merluccius productus,NA,LC,LC,0
183412,Haemulon maculicauda,NA,LC,LC,0
183413,Evorthodus minutus,NA,LC,LC,0
183414,Opisthopterus macrops,NA,LC,LC,0
183415,Enypnias aceras,NA,DD,DD,NA
183416,Pliosteostoma lutipinnis,NA,LC,LC,0
183417,Lythrypnus rhizophora,NA,DD,DD,NA
183418,Arcos rhodospilus,NA,LC,LC,0
183419,Apogon retrosella,NA,LC,LC,0
183420,Malacoctenus ebisui,NA,LC,LC,0
183421,Coryphopterus urospilus,NA,LC,LC,0
183422,Prionotus teaguei,NA,VU,VU,0.4
183423,Serranus psittacinus,NA,LC,LC,0
183424,Notarius armbrusteri,NA,DD,DD,NA
183425,Hypsoblennius brevipinnis,NA,LC,LC,0
183426,Zalieutes elater,NA,LC,LC,0
183427,Lepidonectes bimaculatus,NA,VU,VU,0.4
183428,Etropus peruvianus,NA,LC,LC,0
183429,Oligoplites refulgens,NA,LC,LC,0
183430,Neobythites stelliferoides,NA,LC,LC,0
183431,Stegastes acapulcoensis,NA,LC,LC,0
183432,Symphurus gorgonae,NA,LC,LC,0
183433,Halichoeres salmofasciatus,NA,VU,VU,0.4
183434,Anisotremus caesius,NA,LC,LC,0
183435,Aboma etheostoma,NA,DD,DD,NA
183436,Gnathophis cinctus,NA,LC,LC,0
183437,Lile nigrofasciata,NA,LC,LC,0
183438,Mugil setosus,NA,LC,LC,0
183439,Cynoscion parvipinnis,NA,DD,DD,NA
183440,Eugerres brevimanus,NA,LC,LC,0
183441,Chriolepis tagus,NA,DD,DD,NA
183442,Opistognathus brochus,NA,DD,DD,NA
183443,Myripristis leiognathus,NA,LC,LC,0
183444,Pareques viola,NA,LC,LC,0
183445,Odontoscion eurymesops,NA,VU,VU,0.4
183446,Tomicodon boehlkei,NA,LC,LC,0
183447,Gymnothorax verrilli,NA,LC,LC,0
183448,Gobiesox daedaleus,NA,LC,LC,0
183449,Prionotus ruscarius,NA,LC,LC,0
183450,Enchelycore octaviana,NA,LC,LC,0
183451,Bollmannia marginalis,NA,DD,DD,NA
183452,Chromis limbaughi,NA,LC,LC,0
183453,Poeciliopsis turrubarensis,NA,LC,LC,0
183454,Gobiosoma chiquita,NA,LC,LC,0
183455,Atherinella nesiotes,NA,DD,DD,NA
183456,Opistognathus galapagensis,NA,LC,LC,0
183457,Colpichthys hubbsi,NA,EN,EN,0.6
183458,Elacatinus digueti,NA,LC,LC,0
183459,Microgobius cyclolepis,NA,LC,LC,0
183460,Abudefduf declivifrons,NA,LC,LC,0
183461,Syngnathus carinatus,NA,DD,DD,NA
183462,Stegastes beebei,NA,VU,VU,0.4
183463,Bollmannia gomezi,NA,DD,DD,NA
183464,Anchoa lucida,NA,LC,LC,0
183465,Hermosilla azurea,NA,LC,LC,0
183466,Gobiomorus maculatus,NA,LC,LC,0
183467,Engyophrys sanctilaurentii,NA,LC,LC,0
183468,Scarus compressus,NA,LC,LC,0
183469,Starksia cremnobates,NA,LC,LC,0
183470,Anchoa exigua,NA,LC,LC,0
183471,Larimus argenteus,NA,LC,LC,0
183472,Microspathodon bairdii,NA,LC,LC,0
183473,Thalassoma virens,NA,VU,VU,0.4
183474,Dactyloscopus minutus,NA,LC,LC,0
183475,Ctenogobius sagittula,NA,LC,LC,0
183476,Serranus stilbostigma,NA,LC,LC,0
183477,Gymnothorax castaneus,NA,LC,LC,0
183478,Cilus gilberti,NA,DD,DD,NA
183479,Protemblemaria bicirrus,NA,LC,LC,0
183480,Dactyloscopus fimbriatus,NA,LC,LC,0
183481,Opistognathus smithvanizi,NA,DD,DD,NA
183482,Dactyloscopus lacteus,NA,VU,VU,0.4
183483,Abudefduf concolor,NA,LC,LC,0
183484,Cathorops steindachneri,NA,DD,DD,NA
183485,Ariosoma gilberti,NA,LC,LC,0
183486,Malacoctenus margaritae,NA,LC,LC,0
183487,Haemulon scudderii,NA,LC,LC,0
183488,Opistognathus panamaensis,NA,LC,LC,0
183489,Anisotremus interruptus,NA,LC,LC,0
183490,Gobiosoma paradoxum,NA,LC,LC,0
183491,Scorpaena mystes,NA,LC,LC,0
183492,Chriolepis zebra,NA,LC,LC,0
183493,Tomicodon bidens,NA,VU,VU,0.4
183494,Porichthys ephippiatus,NA,LC,LC,0
183495,Notarius planiceps,NA,LC,LC,0
183496,Cathorops hypophthalmus,NA,LC,LC,0
183497,Dactylagnus parvus,NA,LC,LC,0
183498,Ichthyapus selachops,NA,LC,LC,0
183499,Occidentarius platypogon,NA,LC,LC,0
183500,Chaenopsis deltarrhis,NA,DD,DD,NA
183501,Stellifer ericymba,NA,LC,LC,0
183502,Ophichthus frontalis,NA,LC,LC,0
183503,Paraclinus monophthalmus,NA,LC,LC,0
183504,Arcos erythrops,NA,LC,LC,0
183505,Acanthemblemaria crockeri,NA,LC,LC,0
183506,Porichthys analis,NA,LC,LC,0
183507,Haemulopsis axillaris,NA,LC,LC,0
183508,Synodus evermanni,NA,LC,LC,0
183509,Chiloconger dentatus,NA,LC,LC,0
183510,Corvula macrops,NA,DD,DD,NA
183511,Letharchus rosenblatti,NA,LC,LC,0
183512,Syngnathus macrobrachium,NA,DD,DD,NA
183513,Paraclinus fehlmanni,NA,VU,VU,0.4
183514,Pleuronichthys guttulatus,NA,LC,LC,0
183515,Pseudupeneus grandisquamis,NA,LC,LC,0
183516,Anchoa scofieldi,NA,LC,LC,0
183517,Elacatinus puncticulatus,NA,LC,LC,0
183518,Gobiesox stenocephalus,NA,DD,DD,NA
183519,Halichoeres malpelo,NA,VU,VU,0.4
183520,Stromateus stellatus,NA,LC,LC,0
183521,Dactyloscopus pectoralis,NA,LC,LC,0
183522,Antennatus strigatus,NA,LC,LC,0
183523,Ophioscion typicus,NA,LC,LC,0
183524,Cathorops multiradiatus,NA,LC,LC,0
183525,Acanthemblemaria mangognatha,NA,VU,VU,0.4
183526,Anarchias galapagensis,NA,LC,LC,0
183527,Merluccius gayi,NA,DD,DD,NA
183528,Paralichthys adspersus,NA,LC,LC,0
183529,Halichoeres aestuaricola,NA,DD,DD,NA
183530,Stegastes arcifrons,NA,LC,LC,0
183531,Lutjanus colorado,NA,LC,LC,0
183532,Balistes polylepis,NA,LC,LC,0
183533,Batrachoides boulengeri,NA,VU,VU,0.4
183534,Orthopristis forbesi,NA,DD,DD,NA
183535,Mccoskerichthys sandae,NA,NT,NT,0.2
183536,Macrodon mordax,NA,DD,DD,NA
183537,Etropus ectenes,NA,LC,LC,0
183538,Micropogonias megalops,NA,LC,LC,0
183539,Bodianus eclancheri,NA,LC,LC,0
183540,Enypnias seminudus,NA,LC,LC,0
183541,Dactyloscopus lunaticus,NA,LC,LC,0
183542,Eugerres periche,NA,DD,DD,NA
183543,Eucinostomus gracilis,NA,LC,LC,0
183544,Dactyloscopus amnis,NA,LC,LC,0
183545,Bathygobius andrei,NA,LC,LC,0
183546,Callechelys cliffi,NA,DD,DD,NA
183547,Syacium latifrons,NA,LC,LC,0
183548,Cirriemblemaria lucasana,NA,LC,LC,0
183549,Peprilus snyderi,NA,LC,LC,0
183550,Bascanichthys bascanoides,NA,LC,LC,0
183551,Hypsoblennius maculipinna,NA,DD,DD,NA
183552,Malacoctenus zacae,NA,LC,LC,0
183553,Lonchopisthus sinuscalifornicus,NA,LC,LC,0
183554,Heteroconger digueti,NA,LC,LC,0
183555,Malacoctenus tetranemus,NA,LC,LC,0
183556,Melanorhinus cyanellus,NA,LC,LC,0
183557,Rhynchoconger nitens,NA,LC,LC,0
183558,Pherallodiscus funebris,NA,LC,LC,0
183559,Ctenosciaena peruviana,NA,DD,DD,NA
183560,Parrella fusca,NA,DD,DD,NA
183561,Bairdiella icistia,NA,LC,LC,0
183562,Stellifer melanocheir,NA,LC,LC,0
183563,Arcos poecilophthalmus,NA,VU,VU,0.4
183564,Brockius striatus,NA,LC,LC,0
183565,Sciaena deliciosa,NA,LC,LC,0
183566,Bregmaceros bathymaster,NA,LC,LC,0
183567,Stegastes redemptus,NA,VU,VU,0.4
183568,Atherinella starksi,NA,LC,LC,0
183569,Stellifer mancorensis,NA,LC,LC,0
183570,Ilypnus gilberti,NA,LC,LC,0
183571,Ophidion galeoides,NA,LC,LC,0
183572,Dialommus fuscus,NA,VU,VU,0.4
183573,Elacatinus janssi,NA,LC,LC,0
183574,Achirus scutum,NA,LC,LC,0
183575,Cheilopogon dorsomacula,NA,LC,LC,0
183576,Paralabrax maculatofasciatus,NA,LC,LC,0
183577,Micropogonias ectenes,NA,LC,LC,0
183578,Menticirrhus panamensis,NA,LC,LC,0
183579,Caranx caballus,NA,LC,LC,0
183580,Elattarchus archidium,NA,LC,LC,0
183581,Paralonchurus peruanus,NA,LC,LC,0
183582,Halichoeres discolor,NA,VU,VU,0.4
183583,Acanthemblemaria atrata,NA,VU,VU,0.4
183584,Lepophidium prorates,NA,LC,LC,0
183585,Tomicodon chilensis,NA,LC,LC,0
183586,Stegastes rectifraenum,NA,LC,LC,0
183587,Sphoeroides rosenblatti,NA,LC,LC,0
183588,Stellifer wintersteenorum,NA,DD,DD,NA
183589,Elacatinus limbaughi,NA,DD,DD,NA
183590,Diplectrum macropoma,NA,LC,LC,0
183591,Cathorops fuerthii,NA,DD,DD,NA
183592,Stellifer zestocarus,NA,LC,LC,0
183593,Porichthys margaritatus,NA,LC,LC,0
183594,Gobionellus daguae,NA,DD,DD,NA
183595,Hyporhamphus gilli,NA,LC,LC,0
183596,Lutjanus viridis,NA,LC,LC,0
183597,Gymnothorax phalarus,NA,LC,LC,0
183598,Chilara taylori,NA,LC,LC,0
183599,Tomicodon petersii,NA,LC,LC,0
183600,Tomicodon eos,NA,LC,LC,0
183601,Symphurus chabanaudi,NA,LC,LC,0
183602,Menticirrhus undulatus,NA,DD,DD,NA
183603,Gobiesox pinniger,NA,LC,LC,0
183604,Anchoa mundeoloides,NA,LC,LC,0
183605,Ekemblemaria myersi,NA,LC,LC,0
183606,Symphurus prolatinaris,NA,LC,LC,0
183607,Sphoeroides lispus,NA,LC,LC,0
183608,Serranus tico,NA,LC,LC,0
183609,Notarius insculptus,NA,DD,DD,NA
183610,Microlepidotus inornatus,NA,LC,LC,0
183611,Hypsoblennius gentilis,NA,LC,LC,0
183612,Axoclinus rubinoffi,NA,VU,VU,0.4
183613,Ogilbia nigromarginata,NA,LC,LC,0
183614,Scorpaena afuerae,NA,LC,LC,0
183615,Myxodagnus opercularis,NA,LC,LC,0
183616,Serranus huascarii,NA,LC,LC,0
183617,Haemulon sexfasciatum,NA,LC,LC,0
183618,Medialuna californiensis,NA,LC,LC,0
183619,Anchoa curta,NA,LC,LC,0
183620,Anisotremus taeniatus,NA,LC,LC,0
183621,Rypticus courtenayi,NA,VU,VU,0.4
183622,Synodus sechurae,NA,LC,LC,0
183623,Sphoeroides trichocephalus,NA,LC,LC,0
183624,Bodianus diplotaenia,NA,LC,LC,0
183625,Halichoeres insularis,NA,VU,VU,0.4
183626,Stathmonotus lugubris,NA,LC,LC,0
183627,Evermannia zosterura,NA,LC,LC,0
183628,Emblemaria piratica,NA,LC,LC,0
183629,Acanthemblemaria exilispinus,NA,LC,LC,0
183630,Paraclinus stephensi,NA,LC,LC,0
183631,Paralichthys woolmani,NA,DD,DD,NA
183632,Citharichthys gilberti,NA,LC,LC,0
183633,Gobionellus microdon,NA,LC,LC,0
183634,Otophidium indefatigabile,NA,LC,LC,0
183635,Anchoa eigenmannia,NA,LC,LC,0
183636,Selene brevoortii,NA,LC,LC,0
183637,Tylosurus pacificus,NA,LC,LC,0
183638,Dactylagnus mundus,NA,LC,LC,0
183639,Paralonchurus goodei,NA,LC,LC,0
183640,Apogon dovii,NA,LC,LC,0
183641,Pherallodiscus varius,NA,DD,DD,NA
183642,Prionotus stephanophrys,NA,LC,LC,0
183643,Muraena clepsydra,NA,LC,LC,0
183644,Cryptotrema seftoni,NA,DD,DD,NA
183645,Cyclopsetta panamensis,NA,LC,LC,0
183646,Prionurus punctatus,NA,LC,LC,0
183647,Ogilbia cocoensis,NA,VU,VU,0.4
183648,Menticirrhus elongatus,NA,LC,LC,0
183649,Bathygobius ramosus,NA,LC,LC,0
183650,Ptereleotris carinata,NA,LC,LC,0
183651,Haemulon flaviguttatum,NA,LC,LC,0
183652,Sphoeroides annulatus,NA,LC,LC,0
183653,Chromis atrilobata,NA,LC,LC,0
183654,Paraclinus tanygnathus,NA,LC,LC,0
183655,Malacoctenus hubbsi,NA,LC,LC,0
183656,Ancylopsetta dendritica,NA,LC,LC,0
183657,Anchoa nasus,NA,LC,LC,0
183658,Trinectes fonsecensis,NA,LC,LC,0
183659,Cratinus agassizii,NA,NT,NT,0.2
183660,Antennatus sanguineus,NA,LC,LC,0
183661,Notarius kessleri,NA,LC,LC,0
183662,Opisthonema libertate,NA,LC,LC,0
183663,Trinectes opercularis,NA,DD,DD,NA
183664,Muraena argus,NA,LC,LC,0
183665,Pleuronichthys ocellatus,NA,LC,LC,0
183666,Ophichthus remiger,NA,LC,LC,0
183667,Polydactylus approximans,NA,LC,LC,0
183668,Gymneleotris seminudus,NA,LC,LC,0
183669,Menticirrhus nasus,NA,LC,LC,0
183670,Opisthopterus effulgens,NA,DD,DD,NA
183671,Prionotus horrens,NA,LC,LC,0
183672,Bollmannia ocellata,NA,DD,DD,NA
183673,Elacatinus inornatus,NA,LC,LC,0
183674,Sciaena wieneri,NA,DD,DD,NA
183675,Eucinostomus currani,NA,LC,LC,0
183676,Emblemaria nivipes,NA,DD,DD,NA
183677,Rypticus bicolor,NA,LC,LC,0
183678,Ophichthus zophochir,NA,LC,LC,0
183679,Enneanectes carminalis,NA,LC,LC,0
183680,Genyatremus dovii,NA,LC,LC,0
183681,Pycnomma semisquamatum,NA,DD,DD,NA
183682,Cynoscion othonopterus,NA,VU,VU,0.4
183683,Symphurus oligomerus,NA,LC,LC,0
183684,Trachinotus paitensis,NA,LC,LC,0
183685,Seriola peruana,NA,LC,LC,0
183686,Cynoscion nortoni,NA,DD,DD,NA
183687,Syacium longidorsale,NA,LC,LC,0
183688,Hemicaranx zelotes,NA,LC,LC,0
183689,Monolene dubiosa,NA,LC,LC,0
183690,Xenichthys agassizii,NA,VU,VU,0.4
183691,Xenichthys xanti,NA,LC,LC,0
183692,Ophichthus triserialis,NA,LC,LC,0
183693,Sufflamen verres,NA,LC,LC,0
183694,Platygillellus bussingi,NA,NT,NT,0.2
183695,Notarius biffi,NA,LC,LC,0
183696,Pleuronichthys verticalis,NA,LC,LC,0
183697,Sargocentron suborbitalis,NA,LC,LC,0
183698,Notarius lentiginosus,NA,DD,DD,NA
183699,Emblemaria hypacanthus,NA,LC,LC,0
183700,Scorpaena russula,NA,LC,LC,0
183701,Paraclinus sini,NA,LC,LC,0
183702,Orthopristis lethopristis,NA,DD,DD,NA
183703,Thalassoma robertsoni,NA,VU,VU,0.4
183704,Synodus scituliceps,NA,LC,LC,0
183705,Platygillellus altivelis,NA,NT,NT,0.2
183706,Callechelys eristigma,NA,LC,LC,0
183707,Echiodon exsilium,NA,LC,LC,0
183708,Evermannia panamensis,NA,DD,DD,NA
183709,Ethmidium maculatum,NA,DD,DD,NA
183710,Pomadasys empherus,NA,DD,DD,NA
183711,Paraletharchus pacificus,NA,LC,LC,0
183712,Paralabrax auroguttatus,NA,DD,DD,NA
183713,Xenomugil thoburni,NA,LC,LC,0
183714,Orthopristis chalceus,NA,LC,LC,0
183715,Scorpaena guttata,NA,DD,DD,NA
183716,Chaenomugil proboscideus,NA,LC,LC,0
183717,Gillellus ornatus,NA,LC,LC,0
183718,Physiculus nematopus,NA,LC,LC,0
183719,Trachinotus kennedyi,NA,LC,LC,0
183720,Opisthonema berlangai,NA,VU,VU,0.4
183721,Stellifer ephelis,NA,LC,LC,0
183722,Gillichthys seta,NA,VU,VU,0.4
183723,Quietula guaymasiae,NA,NT,NT,0.2
183724,Porichthys notatus,NA,LC,LC,0
183725,Scartichthys variolatus,NA,LC,LC,0
183726,Micropogonias altipinnis,NA,LC,LC,0
183727,Xenomedea rhodopyga,NA,LC,LC,0
183728,Malacoctenus costaricanus,NA,DD,DD,NA
183729,Trachurus symmetricus,NA,LC,LC,0
183730,Starksia spinipenis,NA,LC,LC,0
183731,Halichoeres melanotis,NA,LC,LC,0
183732,Protemblemaria perla,NA,DD,DD,NA
183733,Atherinella nepenthe,NA,LC,LC,0
183734,Aphos porosus,NA,LC,LC,0
183735,Cathorops tuyra,NA,DD,DD,NA
183736,Anisotremus davidsonii,NA,LC,LC,0
183737,Fowlerichthys avalonis,NA,LC,LC,0
183738,Poeciliopsis prolifica,NA,LC,LC,0
183739,Xyrichtys wellingtoni,NA,VU,VU,0.4
183740,Stellifer chrysoleuca,NA,LC,LC,0
183741,Dialommus macrocephalus,NA,LC,LC,0
183742,Anchoa analis,NA,DD,DD,NA
183743,Syngnathus auliscus,NA,LC,LC,0
183744,Umbrina roncador,NA,LC,LC,0
183745,Ogilbia deroyi,NA,LC,LC,0
183746,Paralabrax humeralis,NA,DD,DD,NA
183747,Stegastes flavilatus,NA,LC,LC,0
183748,Gobiosoma homochroma,NA,EN,EN,0.6
183749,Myripristis gildi,NA,VU,VU,0.4
183750,Seriphus politus,NA,LC,LC,0
183751,Bellator gymnostethus,NA,LC,LC,0
183752,Fodiator rostratus,NA,LC,LC,0
183753,Leuropharus lasiops,NA,DD,DD,NA
183754,Xyrichtys mundiceps,NA,LC,LC,0
183755,Strongylura scapularis,NA,LC,LC,0
183756,Apogon guadalupensis,NA,LC,LC,0
183757,Ilisha fuerthii,NA,LC,LC,0
183758,Brotula ordwayi,NA,LC,LC,0
183759,Neoconger vermiformis,NA,LC,LC,0
183760,Porichthys greenei,NA,LC,LC,0
183761,Hippoglossina macrops,NA,LC,LC,0
183762,Bollmannia longpinnus,NA,DD,DD,NA
183763,Lutjanus aratus,NA,LC,LC,0
183764,Exerpes asper,NA,LC,LC,0
183765,Bagre panamensis,NA,LC,LC,0
183766,Hypsoblennius sordidus,NA,LC,LC,0
183767,Hemiramphus saltator,NA,LC,LC,0
183768,Pontinus strigatus,NA,LC,LC,0
183769,Paralabrax albomaculatus,NA,EN,EN,0.6
183770,Cerdale ionthas,NA,DD,DD,NA
183771,Halichoeres adustus,NA,VU,VU,0.4
183772,Membras gilberti,NA,LC,LC,0
183773,Ogilbia boydwalkeri,NA,LC,LC,0
183774,Azurina hirundo,NA,NT,NT,0.2
183775,Engraulis ringens,NA,LC,LC,0
183776,Hirundichthys rondeletii,NA,LC,LC,0
183777,Lutjanus guttatus,NA,LC,LC,0
183778,Cynoscion albus,NA,DD,DD,NA
183779,Porichthys mimeticus,NA,LC,LC,0
183780,Lutjanus jordani,NA,LC,LC,0
183781,Hypsoblennius gilberti,NA,LC,LC,0
183782,Lythrypnus gilberti,NA,VU,VU,0.4
183783,Quassiremus nothochir,NA,LC,LC,0
183784,Pareques perissa,NA,DD,DD,NA
183785,Chriolepis dialepta,NA,VU,VU,0.4
183786,Hemanthias peruanus,NA,LC,LC,0
183787,Etropus delsmani,NA,DD,DD,NA
183788,Paraclinus mexicanus,NA,LC,LC,0
183789,Nexilosus latifrons,NA,LC,LC,0
183790,Lepophidium stigmatistium,NA,LC,LC,0
183791,Pontinus vaughani,NA,LC,LC,0
183792,Akko brevis,NA,DD,DD,NA
183793,Chromis intercrusma,NA,LC,LC,0
183794,Platygillellus rubellulus,NA,VU,VU,0.4
183795,Pomadasys branickii,NA,LC,LC,0
183796,Symphurus callopterus,NA,LC,LC,0
183797,Citharichthys gordae,NA,DD,DD,NA
183798,Hemilutjanus macrophthalmos,NA,DD,DD,NA
183799,Merluccius angustimanus,NA,LC,LC,0
183800,Akko rossi,NA,DD,DD,NA
183801,Paralichthys californicus,NA,LC,LC,0
183802,Arcos decoris,NA,LC,LC,0
183803,Symphurus fasciolaris,NA,LC,LC,0
183804,Starksia fulva,NA,LC,LC,0
183805,Girella freminvillei,NA,LC,LC,0
183806,Symphurus melasmatotheca,NA,LC,LC,0
183807,Pseudomyrophis micropinna,NA,LC,LC,0
183808,Carangoides otrynter,NA,LC,LC,0
183809,Diplectrum rostrum,NA,LC,LC,0
183810,Symphurus atramentatus,NA,LC,LC,0
183811,Anchoa mundeola,NA,LC,LC,0
183812,Odontoscion xanthops,NA,LC,LC,0
183813,Nicholsina denticulata,NA,LC,LC,0
183814,Hemicaranx leucurus,NA,LC,LC,0
183815,Ogilbia davidsmithi,NA,LC,LC,0
183816,Bollmannia umbrosa,NA,DD,DD,NA
183817,Halichoeres semicinctus,NA,LC,LC,0
183818,Ariopsis seemanni,NA,LC,LC,0
183819,Tomicodon myersi,NA,LC,LC,0
183820,Prionotus miles,NA,VU,VU,0.4
183821,Ogcocephalus darwini,NA,LC,LC,0
183822,Halichoeres dispilus,NA,LC,LC,0
183823,Syacium maculiferum,NA,DD,DD,NA
183824,Opistognathus fossoris,NA,LC,LC,0
183825,Microspathodon dorsalis,NA,LC,LC,0
183826,Paraletharchus opercularis,NA,VU,VU,0.4
183827,Atherinopsis californiensis,NA,LC,LC,0
183828,Ophichthus mecopterus,NA,LC,LC,0
183829,Paralonchurus petersii,NA,LC,LC,0
183830,Roncador stearnsii,NA,LC,LC,0
183831,Parrella lucretiae,NA,LC,LC,0
183832,Gobulus birdsongi,NA,CR,CR,0.8
183833,Haemulopsis leuciscus,NA,LC,LC,0
183834,Citharichthys gnathus,NA,DD,DD,NA
183835,Eucinostomus entomelas,NA,LC,LC,0
183836,Scytalichthys miurus,NA,LC,LC,0
183837,Atherinella guatemalensis,NA,LC,LC,0
183838,Gillellus searcheri,NA,LC,LC,0
183839,Scarus perrico,NA,LC,LC,0
183840,Labrisomus xanti,NA,LC,LC,0
183841,Acanthemblemaria hancocki,NA,LC,LC,0
183842,Chlopsis bicollaris,NA,NT,NT,0.2
183843,Umbrina bussingi,NA,LC,LC,0
183844,Batrachoides pacifici,NA,LC,LC,0
183845,Gillellus arenicola,NA,LC,LC,0
183846,Gobiesox papillifer,NA,LC,LC,0
183847,Sciades dowii,NA,LC,LC,0
183848,Atractoscion nobilis,NA,LC,LC,0
183849,Kyphosus elegans,NA,LC,LC,0
183850,Gymnothorax equatorialis,NA,LC,LC,0
183851,Coralliozetus rosenblatti,NA,LC,LC,0
183852,Serranus socorroensis,NA,VU,VU,0.4
183853,Starksia galapagensis,NA,VU,VU,0.4
183854,Labrisomus multiporosus,NA,LC,LC,0
183855,Axoclinus cocoensis,NA,VU,VU,0.4
183856,Engraulis mordax,NA,LC,LC,0
183857,Daector reticulata,NA,VU,VU,0.4
183858,Paralabrax clathratus,NA,LC,LC,0
183859,Gymnothorax porphyreus,NA,LC,LC,0
183860,Pseudorhombus binii,NA,DD,DD,NA
183861,Paralabrax nebulifer,NA,LC,LC,0
183862,Bothus leopardinus,NA,LC,LC,0
183863,Pareques fuscovittatus,NA,LC,LC,0
183864,Bairdiella ensifera,NA,LC,LC,0
183865,Ekemblemaria lira,NA,DD,DD,NA
183866,Apterichtus equatorialis,NA,LC,LC,0
183867,Dactyloscopus byersi,NA,LC,LC,0
183868,Prognichthys sealei,NA,LC,LC,0
183869,Menticirrhus ophicephalus,NA,LC,LC,0
183870,Chromis alta,NA,LC,LC,0
183871,Ctenogobius manglicola,NA,LC,LC,0
183872,Chloroscombrus orqueta,NA,LC,LC,0
183873,Acanthemblemaria castroi,NA,VU,VU,0.4
